query,video_id,query_date,sentiment
обзор на мыльные пузыри,video_4071602,2023-11-03 18:00:00,uselessly
выжить,video_24303694,2023-11-03 18:00:00,could_be_better
выжить в дубае 2,video_24303694,2023-11-03 18:00:00,useful
выжить в дубае 3 выпуск,video_24303694,2023-11-03 18:00:00,useful
выжить в дубае 4,video_24303694,2023-11-03 18:00:00,useful
выжить в дубае 5,video_24303694,2023-11-03 18:00:00,exact
выжить в дубае 8,video_24303694,2023-11-03 18:00:00,could_be_better
выжить в дубае 9 выпуск,video_24303694,2023-11-03 18:00:00,useful
выжить в дубаи 12,video_24303694,2023-11-03 18:00:00,useful
звезды в дубае,video_24303694,2023-11-03 18:00:00,useful
женский форум,video_6129748,2023-11-03 18:00:00,uselessly
тест на совместимость | broshki | часть 2,video_12277664,2023-11-03 18:00:00,uselessly
выжить в дубае 2,video_11565780,2023-11-03 18:00:00,сlickbait
data science,video_30570783,2023-11-03 18:00:00,useful
импровизация ,video_20006960,2023-11-03 18:00:00,exact
поцелуи,video_9560851,2023-11-03 18:00:00,useful
танцы и сила их исцеления!,video_1628453,2023-11-03 18:00:00,uselessly
мужское и женское!,video_5535258,2023-11-03 18:00:00,uselessly
как сделать бомбу,video_822670,2023-11-03 18:00:00,uselessly
data science,video_30573178,2023-11-03 18:00:00,useful
пацанки 7 сезон,video_9629328,2023-11-03 18:00:00,useful
братаны 2 ,video_28773462,2023-11-03 18:00:00,uselessly
камеди,video_17128250,2023-11-03 18:00:00,useful
крот сериал,video_823334,2023-11-03 18:00:00,uselessly
камеди клаб нато,video_17128251,2023-11-03 18:00:00,uselessly
камеди-клаб ,video_17128251,2023-11-03 18:00:00,could_be_better
зио,video_8281901,2023-11-03 18:00:00,could_be_better
павел дедищев ,video_8125977,2023-11-03 18:00:00,uselessly
фокусы с картами,video_30574718,2023-11-03 18:00:00,useful
цска - урал. обзор матча fonbet кубок россии по футболу сезона 2022 - 2023 гг 19.04.2023,video_30574821,2023-11-03 18:00:00,uselessly
бетмен,video_30574884,2023-11-03 18:00:00,useful
соловьев,video_12278611,2023-11-03 18:00:00,useful
рис жасмин с осьминогом,video_11856937,2023-11-03 18:00:00,could_be_better
журнал лиги чемпионов,video_18945519,2023-11-03 18:00:00,could_be_better
выжить в дубае 9,video_30838624,2023-11-03 18:00:00,uselessly
барби,video_9448562,2023-11-03 18:00:00,could_be_better
выжить в дубае 8,video_30838714,2023-11-03 18:00:00,uselessly
средство для увеличения длительности полового акта /импотенция /либидо /качество,video_10512111,2023-11-03 18:00:00,uselessly
мини-обзор фильма «круче некуда» | sudarikova kate,video_30839408,2023-11-03 18:00:00,uselessly
ключ от всех дверей,video_1109457,2023-11-03 18:00:00,useful
план побега,video_26318381,2023-11-03 18:00:00,uselessly
жизнь по вызову ,video_17307578,2023-11-03 18:00:00,uselessly
канск,video_29316417,2023-11-03 18:00:00,uselessly
средство для увеличения длительности полового акта /импотенция /либидо /качество,video_29316730,2023-11-03 18:00:00,uselessly
музыка,video_880594,2023-11-03 18:00:00,could_be_better
новосибирск,video_29317348,2023-11-03 18:00:00,could_be_better
бранимир,video_12279105,2023-11-03 18:00:00,uselessly
рис по-арабски в казане с курицей,video_24607507,2023-11-03 18:00:00,useful
бригада 6 се,video_15681730,2023-11-03 18:00:00,uselessly
страшно,video_16166034,2023-11-03 18:00:00,could_be_better
купить,video_20098195,2023-11-03 18:00:00,useful
фильм на солнце вдоль рядов кукурузы,video_11857437,2023-11-03 18:00:00,uselessly
грешницы,video_30842006,2023-11-03 18:00:00,uselessly
самое странное свидание,video_29319939,2023-11-03 18:00:00,uselessly
влюбись,video_1800425,2023-11-03 18:00:00,useful
однажды в россии у психолога,video_31322658,2023-11-03 18:00:00,useful
однажды в россии экзамен,video_31322658,2023-11-03 18:00:00,could_be_better
за гранью,video_29322044,2023-11-03 18:00:00,uselessly
бандит,video_29322059,2023-11-03 18:00:00,could_be_better
звёзды в африке ,video_29322233,2023-11-03 18:00:00,uselessly
обзор еды в додо пицца.,video_24608995,2023-11-03 18:00:00,uselessly
debauchery food жареная кефаль,video_31109977,2023-11-03 18:00:00,could_be_better
битва экстрасенсов сильнейших 14 выпуск,video_31110027,2023-11-03 18:00:00,uselessly
изолента,video_7545423,2023-11-03 18:00:00,could_be_better
вот так,video_12279743,2023-11-03 18:00:00,useful
челябинск,video_19236327,2023-11-03 18:00:00,useful
нестандартная ориентация в ссср /бисексуалы /геи /кино /актеры,video_24903433,2023-11-03 18:00:00,uselessly
дмитрий никотин ,video_29586867,2023-11-03 18:00:00,uselessly
дмитрий никотин: свобода слова и youtube. диктатура либеральных медиа.,video_29586867,2023-11-03 18:00:00,uselessly
ветрел пабг,video_8282622,2023-11-03 18:00:00,uselessly
обзор матчей,video_29846167,2023-11-03 18:00:00,uselessly
харламов,video_18349588,2023-11-03 18:00:00,useful
есть тема матч тв ,video_1399682,2023-11-03 18:00:00,could_be_better
выжить в дуба,video_11123062,2023-11-03 18:00:00,uselessly
выжить в дубае 11,video_11123062,2023-11-03 18:00:00,uselessly
следствие вели с леонидом каневским,video_6347001,2023-11-03 18:00:00,useful
юрец огурец,video_1400407,2023-11-03 18:00:00,uselessly
робзи растения против зомби,video_29849361,2023-11-03 18:00:00,could_be_better
тест на совместимость | broshki | часть 2,video_29849368,2023-11-03 18:00:00,uselessly
стас старовойтов - проблемы сорокалетних,video_31114928,2023-11-03 18:00:00,uselessly
мегащенки,video_24214841,2023-11-03 18:00:00,useful
влюбисб если сможешь,video_15682138,2023-11-03 18:00:00,useful
влюбись если сможешь ,video_15682138,2023-11-03 18:00:00,useful
нив прямой эфиртнв,video_1918092,2023-11-03 18:00:00,uselessly
дорама звук магии,video_31200863,2023-11-03 18:00:00,uselessly
новые звезды в африке ,video_12567390,2023-11-03 18:00:00,could_be_better
шоу воли 1 выпуск ,video_21166737,2023-11-03 18:00:00,uselessly
музлофт савичева,video_31379462,2023-11-03 18:00:00,could_be_better
юрий благополучный,video_1800869,2023-11-03 18:00:00,uselessly
казань. соболевские номера.,video_11561481,2023-11-03 18:00:00,could_be_better
порно,video_20695858,2023-11-03 18:00:00,could_be_better
акции,video_10818782,2023-11-03 18:00:00,useful
пушман,video_21517784,2023-11-03 18:00:00,uselessly
путь к книге рекордов гиннесса /история /человек / мотивация,video_31383288,2023-11-03 18:00:00,uselessly
оззи осборн,video_30370875,2023-11-03 18:00:00,uselessly
урал спартак,video_10818901,2023-11-03 18:00:00,could_be_better
семченко: я стал врагом для киева за то,video_31651098,2023-11-03 18:00:00,uselessly
пп пицца на сковороде,video_11859325,2023-11-03 18:00:00,useful
ixbt,video_25203247,2023-11-03 18:00:00,useful
звезды в африке ,video_1918542,2023-11-03 18:00:00,useful
дядя витя ,video_9124456,2023-11-03 18:00:00,uselessly
выжить ,video_1690948,2023-11-03 18:00:00,useful
влюбись если сможешь,video_2088756,2023-11-03 18:00:00,exact
чбд,video_31653890,2023-11-03 18:00:00,useful
debauchery food рис по-индийски,video_8283508,2023-11-03 18:00:00,useful
се,video_31654121,2023-11-03 18:00:00,uselessly
6 тур рпл,video_20006998,2023-11-03 18:00:00,could_be_better
куриные крылышки с соусом терияки.,video_25206051,2023-11-03 18:00:00,useful
выжить ,video_12154495,2023-11-03 18:00:00,useful
выжить в дубае 3,video_12154495,2023-11-03 18:00:00,useful
выжить в дубаи 12,video_12154495,2023-11-03 18:00:00,useful
деревня морских цыган | экскурсии на пхукете,video_25206461,2023-11-03 18:00:00,could_be_better
4 свадь,video_30895220,2023-11-03 18:00:00,uselessly
лига городов,video_9854762,2023-11-03 18:00:00,uselessly
как сделать бомбу,video_31921240,2023-11-03 18:00:00,could_be_better
главные вопросы сексологу / оргазмы/ нормы /полигамия,video_8207784,2023-11-03 18:00:00,uselessly
тугела,video_1694091,2023-11-03 18:00:00,useful
скетч-шоу vellissimoo «вырастил лимон»,video_31922990,2023-11-03 18:00:00,could_be_better
рис по-арабски в казане с курицей,video_12154876,2023-11-03 18:00:00,could_be_better
мужское женское 2023,video_7672641,2023-11-03 18:00:00,сlickbait
это рэп,video_13790727,2023-11-03 18:00:00,useful
мини-обзор фильма «круче некуда» | sudarikova kate,video_31925631,2023-11-03 18:00:00,uselessly
каменская 4,video_25507471,2023-11-03 18:00:00,uselessly
премьер ,video_9855032,2023-11-03 18:00:00,could_be_better
скетч-шоу vellissimoo «помни корни»,video_6279849,2023-11-03 18:00:00,uselessly
на всякого мудреца ,video_2089155,2023-11-03 18:00:00,uselessly
сама дура 3,video_9855036,2023-11-03 18:00:00,uselessly
бизнес,video_19417467,2023-11-03 18:00:00,useful
битва сильнейших 2 сезо,video_7672745,2023-11-03 18:00:00,сlickbait
спецвыпуск битва сильнейших,video_7672745,2023-11-03 18:00:00,сlickbait
vocal trance,video_31170878,2023-11-03 18:00:00,uselessly
дорама звук магии,video_31433926,2023-11-03 18:00:00,uselessly
бандит,video_32184819,2023-11-03 18:00:00,uselessly
24 июля,video_17603179,2023-11-03 18:00:00,uselessly
открытый брак,video_32185032,2023-11-03 18:00:00,exact
камеди клаб | премьера | новый сезон | полный выпуск,video_9855207,2023-11-03 18:00:00,useful
комеди клаб,video_9855207,2023-11-03 18:00:00,exact
битва экстрасенсов 22 сезон 13 серия,video_299618,2023-11-03 18:00:00,useful
казань,video_32187559,2023-11-03 18:00:00,exact
выжить в дубае 4 выпуск,video_10819655,2023-11-03 18:00:00,uselessly
колосс советских панцерных войск,video_31707100,2023-11-03 18:00:00,uselessly
не стриги ногти пока не посмотришь это видео,video_12570865,2023-11-03 18:00:00,uselessly
зенит-ахмат,video_10819700,2023-11-03 18:00:00,useful
иванькозон,video_2268328,2023-11-03 18:00:00,uselessly
мужское женское  го,video_16039981,2023-11-03 18:00:00,useful
выжить в дубае 6,video_16040068,2023-11-03 18:00:00,uselessly
битва сильнейших,video_7970679,2023-11-03 18:00:00,useful
радио «комсомольская правда». в эфире – олег романько,video_12217347,2023-11-03 18:00:00,could_be_better
рубин  спартак,video_21772585,2023-11-03 18:00:00,could_be_better
стив и алекс секс,video_25811244,2023-11-03 18:00:00,uselessly
бизнес,video_32450481,2023-11-03 18:00:00,useful
папины дочки новые,video_31980773,2023-11-03 18:00:00,uselessly
выжит дубаи 7в ,video_6579975,2023-11-03 18:00:00,uselessly
варфейс ,video_32451299,2023-11-03 18:00:00,could_be_better
наука с рутубиком магнитное притяжение,video_32237659,2023-11-03 18:00:00,uselessly
пространство и окружение: что они нам дают?,video_20605401,2023-11-03 18:00:00,uselessly
мужское / женское. выпуск от 16.01.2023 (последний выпуск сегодня),video_23614062,2023-11-03 18:00:00,could_be_better
уничтожение леопарда,video_21773208,2023-11-03 18:00:00,uselessly
премьер ,video_14203113,2023-11-03 18:00:00,could_be_better
nash delo,video_32698303,2023-11-03 18:00:00,uselessly
джейми оливер ,video_16337830,2023-11-03 18:00:00,uselessly
скетч-шоу vellissimoo «14 диски»,video_32241934,2023-11-03 18:00:00,uselessly
скетч-шоу vellissimoo «вырастил лимон»,video_32241934,2023-11-03 18:00:00,uselessly
новосибирск,video_2558527,2023-11-03 18:00:00,useful
деструктивные сообщества в социальных сетях,video_19819007,2023-11-03 18:00:00,uselessly
куриные крылышки в грушевом соусе.,video_3119604,2023-11-03 18:00:00,useful
порча 2 сезон,video_12447020,2023-11-03 18:00:00,uselessly
наследники и самозванцы,video_2381196,2023-11-03 18:00:00,useful
вечерний макияж..сегодня ты будешь сиять,video_30587046,2023-11-03 18:00:00,uselessly
следствие вели с леонидом ,video_1955926,2023-11-03 18:00:00,useful
мужское женское 2022 ноябрь,video_7971233,2023-11-03 18:00:00,could_be_better
новая битва экстрасенсов2 ,video_32702362,2023-11-03 18:00:00,could_be_better
ай как просто,video_26113332,2023-11-03 18:00:00,uselessly
наше делоо,video_32501262,2023-11-03 18:00:00,useful
выжить в дуба,video_32929858,2023-11-03 18:00:00,uselessly
саня во,video_17897355,2023-11-03 18:00:00,uselessly
хайп реалити 5,video_12447488,2023-11-03 18:00:00,uselessly
литва сильнейших,video_26113941,2023-11-03 18:00:00,uselessly
боец ,video_23614101,2023-11-03 18:00:00,useful
шоу воли,video_2562117,2023-11-03 18:00:00,useful
челябинск,video_26114669,2023-11-03 18:00:00,useful
шоу воли ,video_16869095,2023-11-03 18:00:00,uselessly
закормленный любовью,video_21774882,2023-11-03 18:00:00,uselessly
эдисон,video_2562500,2023-11-03 18:00:00,useful
нестандартная ориентация в ссср /бисексуалы /геи /кино /актеры,video_25278210,2023-11-03 18:00:00,could_be_better
анна маслова ,video_17897496,2023-11-03 18:00:00,exact
конфетка,video_19819494,2023-11-03 18:00:00,useful
двор,video_26319379,2023-11-03 18:00:00,could_be_better
garrys mod,video_32974068,2023-11-03 18:00:00,useful
муское енское,video_19819515,2023-11-03 18:00:00,сlickbait
пацанки 8 сезон,video_30936979,2023-11-03 18:00:00,could_be_better
клуб 27,video_19417495,2023-11-03 18:00:00,could_be_better
на всякого мудреца ,video_32935281,2023-11-03 18:00:00,uselessly
физические упражнения: какая от них польза?,video_32935620,2023-11-03 18:00:00,uselessly
влад череватый ,video_3487086,2023-11-03 18:00:00,uselessly
иванько2,video_2850522,2023-11-03 18:00:00,uselessly
симс,video_33151655,2023-11-03 18:00:00,could_be_better
zvezdy v afrike,video_32979279,2023-11-03 18:00:00,useful
звезды в африке,video_32979279,2023-11-03 18:00:00,useful
звезды в африке ,video_32979279,2023-11-03 18:00:00,useful
звезды в африке 5сезон ,video_32979279,2023-11-03 18:00:00,could_be_better
звёзды в африке когда выйдет 15 выпуск 4 сезона,video_32979279,2023-11-03 18:00:00,could_be_better
новые звезды в африке,video_32979279,2023-11-03 18:00:00,useful
новые звезды в африке  сезон 5зон ,video_32979279,2023-11-03 18:00:00,could_be_better
новые звезды в африке 4сезон 1 выпуск,video_32979279,2023-11-03 18:00:00,useful
сила веры! анна маслова,video_14475264,2023-11-03 18:00:00,uselessly
data science,video_22506861,2023-11-03 18:00:00,uselessly
пропаганда кузичев,video_17897798,2023-11-03 18:00:00,uselessly
shake,video_33153427,2023-11-03 18:00:00,useful
фнл,video_8584695,2023-11-03 18:00:00,useful
челлендж papasha_live,video_33154074,2023-11-03 18:00:00,useful
псенн,video_2852321,2023-11-03 18:00:00,uselessly
уральские пельмени,video_2852605,2023-11-03 18:00:00,useful
битва сильнейших 15 выпуск,video_2499459,2023-11-03 18:00:00,could_be_better
битва экстрасенсов 2023 8 выпуск,video_2499459,2023-11-03 18:00:00,could_be_better
экстрасенсы битва сильнейших ,video_2499459,2023-11-03 18:00:00,сlickbait
россия 1 новости в 20 00,video_26412483,2023-11-03 18:00:00,uselessly
экстрасенсы битва сильнейших 2 сезон 1 выпуск,video_7971859,2023-11-03 18:00:00,could_be_better
гран торино гоблин,video_26412841,2023-11-03 18:00:00,uselessly
4 жены,video_2328882,2023-11-03 18:00:00,uselessly
поднялся на эльбрус?! ? путешествие по приэльбрусью | часть 2,video_7545933,2023-11-03 18:00:00,uselessly
спартак,video_33395589,2023-11-03 18:00:00,useful
выжить в дубае 7 в,video_26413607,2023-11-03 18:00:00,could_be_better
зенит динамо,video_8271985,2023-11-03 18:00:00,useful
адский шеф,video_14547050,2023-11-03 18:00:00,could_be_better
выжить в дубае 7 выпуск,video_33356865,2023-11-03 18:00:00,uselessly
таврида - столица творчества | 2 часть,video_33357164,2023-11-03 18:00:00,useful
не личная жизнь сериал,video_33357235,2023-11-03 18:00:00,uselessly
мужское и женские,video_8272083,2023-11-03 18:00:00,useful
аренда байка в таиланде | мотобайк | таиланд,video_6429846,2023-11-03 18:00:00,uselessly
каменская 4,video_33400790,2023-11-03 18:00:00,uselessly
мужское и женское,video_16338908,2023-11-03 18:00:00,useful
звезды в африке 2 сезон,video_33359956,2023-11-03 18:00:00,could_be_better
плохие в,video_12868957,2023-11-03 18:00:00,uselessly
анатолий радов,video_18234399,2023-11-03 18:00:00,uselessly
обзор на мыльные пузыри,video_15955180,2023-11-03 18:00:00,could_be_better
новая жизнь. leilazakirovna,video_12869067,2023-11-03 18:00:00,uselessly
юрий подоляка ,video_33361336,2023-11-03 18:00:00,useful
вечерний макияж..сегодня ты будешь сиять,video_33598570,2023-11-03 18:00:00,useful
страшно,video_33598811,2023-11-03 18:00:00,could_be_better
hype realiti,video_33599277,2023-11-03 18:00:00,uselessly
debauchery food рис по-индийски,video_12743931,2023-11-03 18:00:00,uselessly
новые звёзды в африке 2сезон,video_8272472,2023-11-03 18:00:00,сlickbait
битва сильнейших 3 с,video_120853,2023-11-03 18:00:00,uselessly
жизнь по вызову 2 серия,video_26716203,2023-11-03 18:00:00,uselessly
чертов угол в старой казани,video_26717175,2023-11-03 18:00:00,uselessly
ширма для маугли ,video_3427407,2023-11-03 18:00:00,uselessly
мини-обзор фильма «подземелья и драконы: честь среди воров» | sudarikova kate,video_3427590,2023-11-03 18:00:00,uselessly
лодочки с курицей и овощами в духовке,video_26717480,2023-11-03 18:00:00,uselessly
экстрасенсы выпуск9,video_9408523,2023-11-03 18:00:00,useful
лебедевский мост в казани,video_27016115,2023-11-03 18:00:00,uselessly
dmitri y nikotin,video_11128256,2023-11-03 18:00:00,uselessly
кольок,video_411998,2023-11-03 18:00:00,uselessly
сосутся,video_33755482,2023-11-03 18:00:00,uselessly
поднимаю fps doom eternal,video_33755574,2023-11-03 18:00:00,could_be_better
красноярск,video_8272928,2023-11-03 18:00:00,could_be_better
рыбарь,video_27019141,2023-11-03 18:00:00,uselessly
пропаганда кузичев,video_3431766,2023-11-03 18:00:00,uselessly
какие нюансы в продаже на ozon?,video_8586114,2023-11-03 18:00:00,uselessly
новая жизнь. leilazakirovna,video_2670305,2023-11-03 18:00:00,useful
контакты шасту,video_6877799,2023-11-03 18:00:00,uselessly
новостройки,video_33758448,2023-11-03 18:00:00,useful
наше дело  vs диденко,video_12745291,2023-11-03 18:00:00,uselessly
фруктовый салат осенью за 15 минут,video_27019959,2023-11-03 18:00:00,useful
фитнес,video_253545,2023-11-03 18:00:00,useful
зенит спартак 2006 ,video_253768,2023-11-03 18:00:00,could_be_better
выжить в дубае 2,video_13565720,2023-11-03 18:00:00,uselessly
адский шеф,video_990408,2023-11-03 18:00:00,useful
день тв,video_990734,2023-11-03 18:00:00,uselessly
упругие ягодицы/силовая тренировка на низ тела,video_12745439,2023-11-03 18:00:00,useful
папины дочки,video_22369192,2023-11-03 18:00:00,could_be_better
бандит,video_6877923,2023-11-03 18:00:00,сlickbait
жизнь по вызову 1сезон,video_12103040,2023-11-03 18:00:00,uselessly
иванько 1сезон,video_12103040,2023-11-03 18:00:00,uselessly
яна кошкина,video_33946781,2023-11-03 18:00:00,uselessly
битва сильнейших экстрасенсов2,video_31795084,2023-11-03 18:00:00,useful
жизнь по вызову 2 серия,video_6877995,2023-11-03 18:00:00,could_be_better
жизнь по вызову 2022 12 3 4 5 6 7 8 9 10 серия,video_6877995,2023-11-03 18:00:00,useful
спартак,video_256471,2023-11-03 18:00:00,useful
новые звёзды в африке,video_8273279,2023-11-03 18:00:00,сlickbait
мышь для экономных геймеров,video_13164500,2023-11-03 18:00:00,uselessly
мир михаила онуфриенко,video_22369744,2023-11-03 18:00:00,uselessly
грубник ,video_1282554,2023-11-03 18:00:00,uselessly
выжить в дубае 9,video_27320480,2023-11-03 18:00:00,could_be_better
обзор спартак балтика,video_4588547,2023-11-03 18:00:00,could_be_better
скетч-шоу vellissimoo «вырастил лимон»,video_3721256,2023-11-03 18:00:00,uselessly
мачт тв,video_33949876,2023-11-03 18:00:00,uselessly
debauchery food рис по-индийски,video_1285378,2023-11-03 18:00:00,uselessly
шев,video_6878208,2023-11-03 18:00:00,uselessly
харламов,video_34131154,2023-11-03 18:00:00,useful
перелёт в таиланд с пересадкой в омане | оман | аэропорт в омане |пхукет,video_34131703,2023-11-03 18:00:00,uselessly
адский шеф,video_13042026,2023-11-03 18:00:00,uselessly
место встречи,video_19417558,2023-11-03 18:00:00,could_be_better
битва сильнейших 3 с,video_4010990,2023-11-03 18:00:00,uselessly
радио «комсомольская правда». в эфире – олег романько,video_12152044,2023-11-03 18:00:00,uselessly
рпл,video_12806319,2023-11-03 18:00:00,could_be_better
анна маслова в чем польза ранних подъемов?,video_13165506,2023-11-03 18:00:00,uselessly
обзор матчей евро,video_27323918,2023-11-03 18:00:00,useful
фестиваль богеры волгоград,video_13165644,2023-11-03 18:00:00,uselessly
сердце клавы ,video_11511296,2023-11-03 18:00:00,uselessly
португалия марокко,video_27324367,2023-11-03 18:00:00,uselessly
дикий ангел 3,video_27324412,2023-11-03 18:00:00,uselessly
упругие ягодицы/силовая тренировка на низ тела,video_13165746,2023-11-03 18:00:00,useful
звезды в африке 3 сезон 8 ,video_8743,2023-11-03 18:00:00,useful
звезды в африке 4 сезон,video_8743,2023-11-03 18:00:00,сlickbait
невский,video_15272576,2023-11-03 18:00:00,could_be_better
звезды в африке 1 сезон,video_2670973,2023-11-03 18:00:00,useful
пираты карибского моря фильм,video_34299552,2023-11-03 18:00:00,could_be_better
вэлл,video_34299592,2023-11-03 18:00:00,useful
натальная карта,video_34299719,2023-11-03 18:00:00,useful
измеряем плотность воды!,video_4013535,2023-11-03 18:00:00,exact
следствие вели с леонидом каневским,video_1956115,2023-11-03 18:00:00,useful
лебедевский мост в казани,video_27613612,2023-11-03 18:00:00,useful
как сделать автодиффузор? аромадиффузор.,video_13166127,2023-11-03 18:00:00,could_be_better
влюбись,video_2671083,2023-11-03 18:00:00,useful
hiiki omori,video_18489325,2023-11-03 18:00:00,could_be_better
фнаф плей банбан,video_8574609,2023-11-03 18:00:00,useful
выжить в дубае 4,video_27614504,2023-11-03 18:00:00,uselessly
незабытые. фильм о фильме эпизода преступление в волгограде,video_27614732,2023-11-03 18:00:00,uselessly
музлофт савичева,video_6878689,2023-11-03 18:00:00,useful
как сделать автодиффузор? аромадиффузор.,video_4015442,2023-11-03 18:00:00,useful
пацанки 2 серия ,video_25278368,2023-11-03 18:00:00,useful
михаил онуфриенко,video_13881917,2023-11-03 18:00:00,uselessly
зенит спартак 2006 ,video_4015571,2023-11-03 18:00:00,useful
новые пацанки,video_2151949,2023-11-03 18:00:00,uselessly
грешницы3  ,video_34303218,2023-11-03 18:00:00,could_be_better
звезды в дубае,video_34303299,2023-11-03 18:00:00,useful
белый тигр фильм,video_34303427,2023-11-03 18:00:00,uselessly
битва сильнейших,video_11420488,2023-11-03 18:00:00,could_be_better
call of duty ww2,video_2153565,2023-11-03 18:00:00,useful
следствие вели приговоренные,video_18311101,2023-11-03 18:00:00,useful
влюбись если сможешь ,video_34304244,2023-11-03 18:00:00,uselessly
жить жизнь2 сериз,video_34304409,2023-11-03 18:00:00,uselessly
битва шефов2 ,video_12806733,2023-11-03 18:00:00,uselessly
мир михаила онуфриенко,video_34305168,2023-11-03 18:00:00,uselessly
братаны 2 ,video_11128576,2023-11-03 18:00:00,uselessly
выжить в дубае 9 выпуск,video_27616215,2023-11-03 18:00:00,useful
выжить в дубае все серии подряд,video_27616215,2023-11-03 18:00:00,could_be_better
выжить,video_12103068,2023-11-03 18:00:00,could_be_better
четыре свадьбы,video_18311110,2023-11-03 18:00:00,uselessly
реанимация,video_196881,2023-11-03 18:00:00,could_be_better
нтв,video_1169834,2023-11-03 18:00:00,could_be_better
стендап,video_12152579,2023-11-03 18:00:00,useful
звезды в африке 3 сезон,video_8574937,2023-11-03 18:00:00,useful
колосс советских панцерных войск,video_27617424,2023-11-03 18:00:00,uselessly
экстратайм,video_22662997,2023-11-03 18:00:00,useful
новосибирск,video_22663077,2023-11-03 18:00:00,useful
poop,video_2729388,2023-11-03 18:00:00,useful
полный абзац,video_199229,2023-11-03 18:00:00,uselessly
физические упражнения: какая от них польза?,video_4308860,2023-11-03 18:00:00,uselessly
туз фортнайт,video_30587756,2023-11-03 18:00:00,useful
тренировка гори жир без доп оборудования/ кардио   сила,video_200738,2023-11-03 18:00:00,uselessly
петросян шоу,video_201215,2023-11-03 18:00:00,could_be_better
саня во флориде ,video_2734952,2023-11-03 18:00:00,uselessly
сидоренко мужское женское,video_202104,2023-11-03 18:00:00,uselessly
лодочки с курицей и овощами в духовке,video_13044115,2023-11-03 18:00:00,useful
предложения,video_487046,2023-11-03 18:00:00,useful
фокусы с картами,video_487616,2023-11-03 18:00:00,could_be_better
большой завтрак,video_26320360,2023-11-03 18:00:00,uselessly
мужское женское  го,video_16926757,2023-11-03 18:00:00,useful
мужское и женское!,video_16926757,2023-11-03 18:00:00,useful
за гранью,video_12443821,2023-11-03 18:00:00,useful
экзамен в гибдд  ,video_8126423,2023-11-03 18:00:00,useful
call of duty ww2,video_27917528,2023-11-03 18:00:00,useful
луномосик,video_9854,2023-11-03 18:00:00,useful
журнал лиги чемпионов,video_10440307,2023-11-03 18:00:00,could_be_better
заклятие ,video_3309045,2023-11-03 18:00:00,uselessly
вижеть в дубае,video_27917929,2023-11-03 18:00:00,uselessly
женский стендап 2 сезо,video_14679180,2023-11-03 18:00:00,could_be_better
стен дап,video_14679180,2023-11-03 18:00:00,could_be_better
богиня шопинга,video_9712567,2023-11-03 18:00:00,uselessly
выжить в дубае 11,video_27918092,2023-11-03 18:00:00,uselessly
poop,video_3310314,2023-11-03 18:00:00,useful
съедобный ежик! наука с рутубиком,video_491689,2023-11-03 18:00:00,uselessly
однажды в россии9 ,video_4368205,2023-11-03 18:00:00,uselessly
битва сильнейших экстрасенсов ,video_3599632,2023-11-03 18:00:00,useful
nx,video_3600691,2023-11-03 18:00:00,uselessly
делегированный синдром мюнхгаузена,video_3080711,2023-11-03 18:00:00,could_be_better
ключ от всех дверей,video_13456554,2023-11-03 18:00:00,uselessly
цска - урал. обзор матча fonbet кубок россии по футболу сезона 2022 - 2023 гг 19.04.2023,video_11421291,2023-11-03 18:00:00,could_be_better
новая битва экстрасенсов,video_7176657,2023-11-03 18:00:00,useful
новая битва экстрасенсов2 ,video_7176657,2023-11-03 18:00:00,could_be_better
«центральное телевидение». 3 июня 2023 года,video_8873207,2023-11-03 18:00:00,uselessly
выжить в дубаи,video_24929907,2023-11-03 18:00:00,uselessly
новосибирск,video_22965428,2023-11-03 18:00:00,could_be_better
лига чемпионов,video_13104122,2023-11-03 18:00:00,could_be_better
дайвинг в клубе sharm wave diving,video_28216808,2023-11-03 18:00:00,could_be_better
никотин,video_3889929,2023-11-03 18:00:00,useful
виктория райдос ,video_28216963,2023-11-03 18:00:00,uselessly
мужское женское днк ,video_7830140,2023-11-03 18:00:00,could_be_better
дмитрий никотин,video_3080891,2023-11-03 18:00:00,uselessly
импровизаци чабатков гимпровици,video_12899359,2023-11-03 18:00:00,useful
книги,video_3891255,2023-11-03 18:00:00,could_be_better
музыка2023,video_7624373,2023-11-03 18:00:00,could_be_better
зенит спартак 2006 ,video_4896394,2023-11-03 18:00:00,could_be_better
фокусы с картами,video_28218073,2023-11-03 18:00:00,useful
выжить,video_1067075,2023-11-03 18:00:00,could_be_better
игратнт,video_1067221,2023-11-03 18:00:00,could_be_better
камеди вумен,video_17651,2023-11-03 18:00:00,useful
лебедев,video_13335517,2023-11-03 18:00:00,useful
богиня шопинга,video_3894751,2023-11-03 18:00:00,uselessly
акушерка счастье на заказ все серии сериал 2021,video_30587975,2023-11-03 18:00:00,uselessly
куда я пропал???! наука с рутубиком,video_1068600,2023-11-03 18:00:00,uselessly
павел дедищев ,video_4186373,2023-11-03 18:00:00,uselessly
драйбрашинг. массаж сухой щеткой от целлюлита,video_28219125,2023-11-03 18:00:00,exact
мачт тв,video_4897817,2023-11-03 18:00:00,uselessly
никотин дмитрий,video_1069108,2023-11-03 18:00:00,uselessly
боруссия дортмунд,video_18311198,2023-11-03 18:00:00,could_be_better
фокусы с картами,video_1069848,2023-11-03 18:00:00,exact
